Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location,price
We Have A 1500 Sq.Ft Flat For Sale In Bagichagaon Nearby Bagichagaon Govt. Primary School,3.0,3.0,6,vacant,1500.0,cumilla,"৳5,700,000","North Bagichagaon, Bagichagaon",5700000.0
A 1250 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3.0,3.0,8,vacant,1250.0,cumilla,"৳4,375,000","Nazrul Avenue, Ashoktala",4375000.0
"An Apartment Of 1500 Sq.Ft Is Up For Sale In Shahid Khawaja Nizamuddin Road, Jhautola",3.0,3.0,13,vacant,1500.0,cumilla,"৳6,010,000","Shahid Khawaja Nizamuddin Road, Jhautola",6010000.0
With An Awesome Environment A 1080 Sq Ft Flat Is Vacant For Sale In South Thakur Para Close To Thakurpara Jame Masjid,2.0,2.0,4,vacant,1080.0,cumilla,"৳3,780,000","South Thakur Para, Thakur Para",3780000.0
Celebrate Life Each Day In Your New Apartment Of 1380 Sq Ft At North Bagichagaon With Your Beloved Family.,3.0,3.0,7,vacant,1380.0,cumilla,"৳5,244,000","North Bagichagaon, Bagichagaon",5244000.0
A 1547 Sq Feet Flat For Sale In Jhautola,3.0,3.0,7,vacant,1547.0,cumilla,"৳6,190,000","Shahid Khawaja Nizamuddin Road, Jhautola",6190000.0
"Choose This 1030 Square Feet Flat For Sale In Kandirpar, Ak Fazlul Haq Road",3.0,2.0,8,vacant,1030.0,cumilla,"৳3,914,000","AK Fazlul Haq Road, Kandirpar",3914000.0
Live With Pleasure In This 1450 Sq Ft Flat Which Is Up For Sale In North Bagichagaon,3.0,3.0,7,vacant,1450.0,cumilla,"৳5,510,000","North Bagichagaon, Bagichagaon",5510000.0
Covering 1438 Sq Ft Space A Flat Is Up For Sale In Thakur Para Nearby Thakurpara Jame Masjid,3.0,3.0,5,vacant,1438.0,cumilla,"৳5,033,000","South Thakur Para, Thakur Para",5033000.0
1020 Sq. Ft. Flat For Sale In Nazrul Avenue Near Ashoktala Jame Masjid,3.0,2.0,4,vacant,1010.0,cumilla,"৳3,535,000","Nazrul Avenue, Ashoktala",3535000.0
"Near Kacha Bazar, 1350 Sq Ft Flat For Sale In Ashoktala",3.0,3.0,4,vacant,1350.0,cumilla,"৳5,805,000","Nazrul Avenue, Ashoktala",5805000.0
Get Comfortable In A 1450 Sq Ft Flat For Sale In Bagichagaon,3.0,3.0,8,vacant,1450.0,cumilla,"৳5,510,000","North Bagichagaon, Bagichagaon",5510000.0
"Picture Yourself, Residing In This Well-constructed And Planned 1500 Sq Ft Apartment In Bagichagaon For Sale",3.0,3.0,8,vacant,1500.0,cumilla,"৳5,750,000","North Bagichagaon, Bagichagaon",5750000.0
"1013 Sq Ft Apartment For Sale In Manoharpur, Kandirpar",3.0,3.0,9,vacant,1013.0,cumilla,"৳5,000,000","Manoharpur, Kandirpar",5000000.0
"Buy This 1013 Sq Ft Flat Available In Kandirpar, Manoharpur",3.0,3.0,6,vacant,1013.0,cumilla,"৳5,000,000","Manoharpur, Kandirpar",5000000.0
"This Wonderful Flat Is Set For Sale With An Amazing Floor Plan Which Is 1200 Sq Ft In Rani Dighir South Side, Manoharpur",3.0,3.0,9,vacant,1200.0,cumilla,"৳5,500,000","Manoharpur, Kandirpar",5500000.0
An Amazing 1100 Sq Ft Flat Is Available For Sale In Thakur Para,3.0,2.0,8,vacant,1100.0,cumilla,"৳6,000,000","Madina Masjid Road, Thakur Para",6000000.0
This Very New Nice Flat Of 1390 Sq Ft Is Up For Sale In North Bagichagaon Nearby Bagichagaon Govt. Primary School,3.0,3.0,10,vacant,1390.0,cumilla,"৳5,600,000","North Bagichagaon, Bagichagaon",5600000.0
"Get A Look At This Lovely Flat For Sale Featuring 1080 Sq Ft In Baganbari Road, Thakur Para",3.0,2.0,5,vacant,1080.0,cumilla,"৳4,800,000","Baganbari Road, Thakur Para",4800000.0
"Offering You A 1183 Sq Ft Nice Flat For Sale In Munsef Bari Road, Manoharpur",3.0,3.0,9,vacant,1183.0,cumilla,"৳5,800,000","Manoharpur, Kandirpar",5800000.0
"With An Availability Of Essential Civic Needs, This 1375 Sq.Ft Apartment At North Bagichagaon Is Promising You A Refined Form Of Lifestyle",3.0,3.0,9,vacant,1375.0,cumilla,"৳5,500,000","North Bagichagaon, Bagichagaon",5500000.0
"Apartment Of 1260 Sq Ft For Sale In Ashoktala, Near Agrani Bank Limited",3.0,3.0,6,vacant,1260.0,cumilla,"৳4,536,000","Nazrul Avenue, Ashoktala",4536000.0
1380 Sq.ft Home Which Will Fulfill Your Desire Is Now Vacant For Sale In North Bagichagaon.,3.0,3.0,8,vacant,1380.0,cumilla,"৳5,520,000","North Bagichagaon, Bagichagaon",5520000.0
Your Desired Large 1445 Sq Ft Home In Mogbari Choumohoni Is Now Vacant For Sale.,3.0,3.0,8,vacant,1445.0,cumilla,"৳5,780,000","Mogbari Choumohoni, Chotora",5780000.0
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3.0,3.0,1,vacant,1445.0,cumilla,"৳5,780,000","Mogbari Choumohoni, Chotora",5780000.0
Offering You 1020 Sq Ft Flat To Sale In Race Course Near To Dbbl Atm,2.0,2.0,7,vacant,1020.0,cumilla,"৳3,570,000","Wooden Pole Road, Race Course",3570000.0
A 1190 Sq Ft Apartment For Sale Is All Set For You In Cumilla Near Bagichagaon Primary School,3.0,3.0,4,vacant,1190.0,cumilla,"৳5,260,000","South Bagichagaon, Bagichagaon",5260000.0
"Available In Ashoktala , A 1400 Sq.Ft Apartment For Sale, Near Ranir Bazar Jame Masjid",3.0,3.0,4,vacant,1400.0,cumilla,"৳4,900,000","Nazrul Avenue, Ashoktala",4900000.0
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Diabetic Hospital Road, Bagichagaon",3.0,3.0,8,vacant,1265.0,cumilla,"৳5,060,000","West Bagichagoun, Bagichagaon",5060000.0
Well Defined And Nice Living Space Of 1500 Sq Ft Is Up For Sale In North Bagichagaon Close To Bagichagaon Jame Masjid,3.0,3.0,9,vacant,1500.0,cumilla,"৳6,000,000","North Bagichagaon, Bagichagaon",6000000.0
Office For Sale In Jhautola Close To Jhautola Jame Masjid,,,1,vacant,1000.0,cumilla,"৳5,000,000","Shaheed Shamsul Haque Sarak, Jhautola",5000000.0
Visit this apartment for sale of 1316 SQ FT in Manoharpur near Comilla Victoria Government College,3.0,3.0,9,vacant,1316.0,cumilla,"৳5,658,800","Manoharpur, Kandirpar",5658800.0
"Start Your New Home, In This Reasonable And Comfortable 1380 Sq.Ft Flat Which Is Up For Sale In North Bagichagaon, Nearby Bagichagaon Govt. Primary School.",3.0,3.0,6,vacant,1380.0,cumilla,"৳5,244,000","North Bagichagaon, Bagichagaon",5244000.0
A Ready 1470 Sq.ft Apartment For Sale In North Bagichagaon Near Bagichagaon Govt. Primary School,3.0,3.0,6,vacant,1470.0,cumilla,"৳5,586,000","North Bagichagaon, Bagichagaon",5586000.0
Check This Cozy And Nice 1470 Sq Ft Flat Just What You Are Looking For In A Home At North Bagichagaon Is Up To Sale,3.0,3.0,6,vacant,1470.0,cumilla,"৳5,586,000","North Bagichagaon, Bagichagaon",5586000.0
Check This Apartment Up For sale At West Bagichagoun Near Diabetic Hospital.,3.0,3.0,7,vacant,1265.0,cumilla,"৳5,186,500","West Bagichagoun, Bagichagaon",5186500.0
Covering 1020 Sq Ft Space A Flat Is Up For Sale In Moghultoli Nearby Shah Suja Masjid,2.0,2.0,7,vacant,1020.0,cumilla,"৳4,080,000","Shah Shuja Mosque Road, Moghultoli",4080000.0
Sophisticated Style! This 3 Bedroom Flat For Sale In Ashoktala Is All About It .,3.0,2.0,8,vacant,1100.0,cumilla,"৳4,400,000","Nazrul Avenue, Ashoktala",4400000.0
For Selling Purpose This 1358 Sq.Ft Flat Is Now Vacant In Thakur Para Near To Thakurpara Jame Masjid,3.0,3.0,6,vacant,1358.0,cumilla,"৳5,160,000","South Thakur Para, Thakur Para",5160000.0
"See, This 1470 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In North Bagichagaon",3.0,3.0,7,vacant,1470.0,cumilla,"৳5,590,000","North Bagichagaon, Bagichagaon",5590000.0
"1220 Square Feet Flat For Sale In Kandirpar With A Nice Neighborhood, To Relax By",3.0,3.0,9,vacant,1220.0,cumilla,"৳4,636,000","AK Fazlul Haq Road, Kandirpar",4636000.0
"A 1330 Sq Ft Residential Apartment For Sale At Sadar Hospital Road, Monohorpur",3.0,3.0,1,vacant,1330.0,cumilla,"৳5,320,000","Sadar Hospital Road, Monohorpur",5320000.0
For Selling Purpose This 1080 Sq.Ft Flat Is Now Available In South Thakur Para Nearby Thakurpara Jame Masjid,2.0,2.0,6,vacant,1080.0,cumilla,"৳3,800,000","South Thakur Para, Thakur Para",3800000.0
"Start Residing In This 1450 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3.0,3.0,7,vacant,1450.0,cumilla,"৳5,510,000","North Bagichagaon, Bagichagaon",5510000.0
"To Live A Secure Life You Can Take This 1028 Sq Ft Flat For Sale At Munsef Bari Road, Kandirpar",3.0,3.0,9,vacant,1028.0,cumilla,"৳5,100,000","Manoharpur, Kandirpar",5100000.0
"915 Sq Ft Flat Is Available For Sale In Kandirpar, Manoharpur",2.0,2.0,6,vacant,915.0,cumilla,"৳4,700,000","Manoharpur, Kandirpar",4700000.0
"1239 Sq Ft Convenient Apartment Is Here Ready For Sale In Women Collage Road, Kandirpar",3.0,3.0,2,vacant,1239.0,cumilla,"৳6,700,000","Manoharpur, Kandirpar",6700000.0
"Grab This 1260 Sq Ft Flat Available For Sale In Thakur Para, Madina Masjid Road",3.0,2.0,8,vacant,1260.0,cumilla,"৳6,800,000","Madina Masjid Road, Thakur Para",6800000.0
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1050 Sq Ft Space In Madina Masjid Road, Thakur Para",3.0,2.0,7,vacant,1050.0,cumilla,"৳5,500,000","Madina Masjid Road, Thakur Para",5500000.0
"The Vacant 1100 Sq Ft Flat For sale Comes With Superb Apartment Facilities And That Is Within Your Affordability At Madina Masjid Road, Thakur Para",3.0,2.0,7,vacant,1100.0,cumilla,"৳6,000,000","Madina Masjid Road, Thakur Para",6000000.0
Covering With 1500 Sq Ft Space A Flat Is Up For Sale In Bagichagaon Close To Bagichagaon Jame Masjid,3.0,3.0,11,vacant,1500.0,cumilla,"৳6,000,000","North Bagichagaon, Bagichagaon",6000000.0
Nice Flat Of 1550 Square Feet Is Up For Sale In Jhautola,3.0,3.0,12,vacant,1550.0,cumilla,"৳6,510,000","Shahid Khawaja Nizamuddin Road, Jhautola",6510000.0
We Are Offering This Family Friendly Apartment Of 1500 Sq Ft For Sale In Jhautola,3.0,3.0,6,vacant,1500.0,cumilla,"৳6,000,000","Shahid Khawaja Nizamuddin Road, Jhautola",6000000.0
Jhautola Is Giving You A 1500 Square Feet Flat For Sale,3.0,3.0,8,vacant,1500.0,cumilla,"৳6,000,000","Shahid Khawaja Nizamuddin Road, Jhautola",6000000.0
Buy This Amazing 1547 Sq Ft Flat At Jhautola,3.0,3.0,8,vacant,1547.0,cumilla,"৳6,965,000","Shahid Khawaja Nizamuddin Road, Jhautola",6965000.0
1415 Square Feet Flat Is Up For Sale In Mogbari Choumohoni,3.0,3.0,3,vacant,1415.0,cumilla,"৳5,660,000","Mogbari Choumohoni, Chotora",5660000.0
With An Awesome Environment This 1390 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3.0,3.0,9,vacant,1390.0,cumilla,"৳5,560,000","North Bagichagaon, Bagichagaon",5560000.0
This 1500 Sq.Ft Convenient Flat Is For Sale Beside To Jhawtola Central Jame Mosque.,3.0,3.0,6,vacant,1500.0,cumilla,"৳6,000,000","Shahid Khawaja Nizamuddin Road, Jhautola",6000000.0
"Start Residing In This 1390 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3.0,3.0,7,vacant,1390.0,cumilla,"৳5,282,000","North Bagichagaon, Bagichagaon",5282000.0
A Comfortable And Convenient 1415 Sq.Ft House Is For Sale At Mogbari Choumohoni,3.0,3.0,2,vacant,1415.0,cumilla,"৳5,665,000","Mogbari Choumohoni, Chotora",5665000.0
A Comfortable And Convenient 1470 Sq.ft House Is For Sale At North Bagichagaon Close To Bagichagaon Govt. Primary School.,3.0,3.0,8,vacant,1470.0,cumilla,"৳5,880,000","North Bagichagaon, Bagichagaon",5880000.0
"A Contemporary Cozy Flat Of 1350 Sq Ft Is Up For Sale Is Situated In Rammala Road, South Thakur Para",3.0,3.0,8,vacant,1350.0,cumilla,"৳7,300,000","South Thakur Para, Thakur Para",7300000.0
Lovely Apartment Of 1327 Sq Ft Is Up For Sale In Thakur Para,3.0,3.0,8,vacant,1327.0,cumilla,"৳6,900,000","Baganbari Road, Thakur Para",6900000.0
"To Live A Secure Life You Can Take This 1151 Sq Ft Flat For Sale At Baganbari Road, Thakur Para",3.0,2.0,7,vacant,1151.0,cumilla,"৳6,000,000","Baganbari Road, Thakur Para",6000000.0
Verify This 1180 Sq Ft Flat Available For Sale In Thakur Para,3.0,2.0,8,vacant,1180.0,cumilla,"৳6,400,000","Madina Masjid Road, Thakur Para",6400000.0
Fulfill Your Desire Of Buying A Nice 1390 Sq Ft Flat In North Bagichagaon,3.0,3.0,6,vacant,1390.0,cumilla,"৳5,282,000","North Bagichagaon, Bagichagaon",5282000.0
A 1400 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3.0,3.0,8,vacant,1400.0,cumilla,"৳4,900,000","Nazrul Avenue, Ashoktala",4900000.0
"This 1233 SQ Ft apartment ready for sale at Manoharpur, near Comilla Victoria Government College",3.0,3.0,9,vacant,1233.0,cumilla,"৳5,301,900","Manoharpur, Kandirpar",5301900.0
A Decent 1050 Sq Ft Flat Which Is Near To Dutch-bangla Bank Limited Is Now For Sale In Jhautola,2.0,2.0,4,vacant,1050.0,cumilla,"৳4,200,000","Shahid Khawaja Nizamuddin Road, Jhautola",4200000.0
We Have A 1300 Sq.ft And 3 Bedroom Flat For Sale In The Location Of North Bagichagaon.,3.0,3.0,7,vacant,1300.0,cumilla,"৳5,200,000","North Bagichagaon, Bagichagaon",5200000.0
"Start Residing In This 1300 Sq Ft Properly Developed Flat For sale, In Bagichagaon",3.0,3.0,9,vacant,1300.0,cumilla,"৳4,940,000","North Bagichagaon, Bagichagaon",4940000.0
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3.0,3.0,7,vacant,1445.0,cumilla,"৳5,780,000","Mogbari Choumohoni, Chotora",5780000.0
Check This 1415 Square Feet Flat In Mogbari Choumohoni For Sale Which Is Ready To Move In,3.0,3.0,5,vacant,1415.0,cumilla,"৳5,650,000","Mogbari Choumohoni, Chotora",5650000.0
A 1470 Sq Feet Flat For Sale In North Bagichagaon,3.0,3.0,9,vacant,1470.0,cumilla,"৳5,880,000","North Bagichagaon, Bagichagaon",5880000.0
A Nice Flat Of 985 Sq Ft Is Up For Sale In West Bagichagoun,2.0,2.0,8,vacant,985.0,cumilla,"৳3,940,000","West Bagichagoun, Bagichagaon",3940000.0
This 1450 Sq Ft Apartment Is Assuring You A Nice Environment To Reside By In North Bagichagaon,3.0,3.0,6,vacant,1450.0,cumilla,"৳5,510,000","North Bagichagaon, Bagichagaon",5510000.0
We Are Happy To Present This Modern 1375 Sq Ft Apartment In North Bagichagaon,3.0,3.0,6,vacant,1375.0,cumilla,"৳5,250,000","North Bagichagaon, Bagichagaon",5250000.0
Establish Your Peace In This Nice 1450 Sq Ft Apartment For Sale At North Bagichagaon,3.0,3.0,9,vacant,1450.0,cumilla,"৳5,800,000","North Bagichagaon, Bagichagaon",5800000.0
Choose Your Destination At 1080 Sq Ft Flat Which Is Available For Sale In Thakur Para Near To Modina Jame Masjid,3.0,2.0,6,vacant,1080.0,cumilla,"৳4,100,000","Thakur Para Road, Thakur Para",4100000.0
This 1000 Sq.Ft Flat In West Bagichagoun With A Convenient Price Is Up For Sale,2.0,2.0,7,vacant,1000.0,cumilla,"৳3,800,000","West Bagichagoun, Bagichagaon",3800000.0
An Apartment Of 897 Sq.Ft Is Up For Sale In Thakur Para Beside To Thakurpara Jame Masjid,2.0,2.0,7,vacant,897.0,cumilla,"৳3,139,500","South Thakur Para, Thakur Para",3139500.0
Buy This 1358 Sq.Ft Flat At South Thakur Para For The Ideal Urban Lifestyle You Dream About.,3.0,3.0,7,vacant,1358.0,cumilla,"৳4,753,000","South Thakur Para, Thakur Para",4753000.0
With An Awesome Environment A 1375 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3.0,3.0,7,vacant,1375.0,cumilla,"৳5,225,000","North Bagichagaon, Bagichagaon",5225000.0
"When Location, And Convenience Is Your Priority This 1415 Sq.Ft Flat Is For You Near Chotora Moddho Para Jame Masjid.",3.0,3.0,8,vacant,1415.0,cumilla,"৳5,660,000","Mogbari Choumohoni, Chotora",5660000.0
Evaluate This Amazing 1550 Square Feet Flat Available For Sale In Jhautola,3.0,3.0,12,vacant,1550.0,cumilla,"৳6,505,000","Shahid Khawaja Nizamuddin Road, Jhautola",6505000.0
Checkout This 915 Sq Ft Flat Available For Sale In Kandirpar,2.0,2.0,7,vacant,915.0,cumilla,"৳4,700,000","Manoharpur, Kandirpar",4700000.0
A 3 Bedroom And 1547 Sq Ft Flat For Sale Near Jhawtola Central Jame Mosque,3.0,3.0,9,vacant,1547.0,cumilla,"৳6,188,000","Shahid Khawaja Nizamuddin Road, Jhautola",6188000.0
View This 1445 Square Feet Flat For Sale In Mogbari Choumohoni,3.0,3.0,4,vacant,1445.0,cumilla,"৳5,775,000","Mogbari Choumohoni, Chotora",5775000.0
"1175 Sq Ft Flat For Sale In Manoharpur, With Splendid Features And Price",3.0,3.0,7,vacant,1175.0,cumilla,"৳5,000,000","Manoharpur, Kandirpar",5000000.0
"Great Location! Check Out This 1239 Sq Ft Flat For Sale In Women Collage Road, Manoharpur",3.0,3.0,11,vacant,1239.0,cumilla,"৳6,700,000","Manoharpur, Kandirpar",6700000.0
"Look At This Nice 750 Sq Ft Flat Is Up For Sale At Talpokur Par, Bagichagaon",2.0,2.0,3,vacant,750.0,cumilla,"৳3,000,000","Talpokur Par, Bagichagaon",3000000.0
"1547 Sq Ft Residential Apartment Is Up For Sale At Jhautola, Shahid Khawaja Nizamuddin Road",3.0,3.0,13,vacant,1547.0,cumilla,"৳6,961,000","Shahid Khawaja Nizamuddin Road, Jhautola",6961000.0
"This Flat In Shahid Khawaja Nizamuddin Road, Jhautola With A Convenient Price Is Up For Sale",3.0,3.0,13,vacant,1500.0,cumilla,"৳6,000,000","Shahid Khawaja Nizamuddin Road, Jhautola",6000000.0
Grab This 1550 Square Feet Flat Up For Sale In Jhautola,3.0,3.0,11,vacant,1550.0,cumilla,"৳6,500,000","Shahid Khawaja Nizamuddin Road, Jhautola",6500000.0
1550 Sq Feet Flat For Sale In Jhautola,3.0,3.0,11,vacant,1550.0,cumilla,"৳6,510,000","Shahid Khawaja Nizamuddin Road, Jhautola",6510000.0
In The Location Of Jhautola An Adequate 3 Bedroom House Is For Sale .,3.0,3.0,9,vacant,1500.0,cumilla,"৳6,000,000","Shahid Khawaja Nizamuddin Road, Jhautola",6000000.0
This 1350 Sq Feet Flat For Sale In Thakurpara Close To Thakurpara Jame Masjid.,3.0,3.0,3,vacant,1350.0,cumilla,"৳5,130,000","South Thakur Para, Thakur Para",5130000.0
"Dwell In This Apartment Of 1380 Sq Ft, Perfect For Your Calm Living In North Bagichagaon",3.0,3.0,9,vacant,1380.0,cumilla,"৳5,520,000","North Bagichagaon, Bagichagaon",5520000.0
Well Defined And Nice Living Space Of 1390 Sq Ft Is Up For Sale In North Bagichagaon,3.0,3.0,8,vacant,1390.0,cumilla,"৳5,560,000","North Bagichagaon, Bagichagaon",5560000.0
See This Nicely Planned 1200 Sq Ft Flat Which Is Up For Sale In Jhautola Nearby Medi Hospital Private Ltd..,3.0,3.0,7,vacant,1200.0,cumilla,"৳4,750,000","Shaheed Shamsul Haque Sarak, Jhautola",4750000.0
Emanate Your Knack For Gardening By Selling This 1470 Sq.Ft Flat At North Bagichagaon With Massive Balconies,3.0,3.0,11,vacant,1470.0,cumilla,"৳5,586,000","North Bagichagaon, Bagichagaon",5586000.0
1400 Sq. Ft. Flat In Race Course Is Up For Sale Near Racecourse Cemetry,3.0,3.0,2,vacant,1400.0,cumilla,"৳5,320,000","North Race Course, Race Course",5320000.0
Get Ready For Your Countless Peaceful Days With This 1350 Sq Ft Flat At South Thakur Para Is Up To Sale,3.0,3.0,4,vacant,1350.0,cumilla,"৳4,725,000","South Thakur Para, Thakur Para",4725000.0
"With An Awesome Environment A 900 Sq Ft Flat Is Vacant For Sale In Rammala Road, South Thakur Para",2.0,2.0,6,vacant,900.0,cumilla,"৳3,150,000","South Thakur Para, Thakur Para",3150000.0
"Positioned At Thakur Para, 1350 Sq Ft Residential Apartment Is Quite Accessible For Owning",3.0,3.0,5,vacant,1350.0,cumilla,"৳5,130,000","South Thakur Para, Thakur Para",5130000.0
"3 Bedroom, 3 Bathroom Apartment With A View Is Up For Sale Nearby Jhautola Jame Masjid",3.0,3.0,10,vacant,1547.0,cumilla,"৳5,878,000","Shahid Khawaja Nizamuddin Road, Jhautola",5878000.0
"A 1080 Sq Ft Residential Apartment For Sale At Rammala Road, Thakur Para",2.0,2.0,5,vacant,1080.0,cumilla,"৳3,780,000","South Thakur Para, Thakur Para",3780000.0
Fine Flat Is Now For Sale Which Is In Manoharpur Near Janata Bank Limited,3.0,2.0,8,vacant,1025.0,cumilla,"৳5,500,000","Manoharpur, Kandirpar",5500000.0
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1200 Sq Ft Space In Monoharpur, Kandirpara",3.0,3.0,9,vacant,1200.0,cumilla,"৳5,500,000","Manoharpur, Kandirpar",5500000.0
"1415 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3.0,3.0,1,vacant,1415.0,cumilla,"৳5,660,000","Mogbari Choumohoni, Chotora",5660000.0
1445 Square Feet Nice Flat For Sale In Mogbari Choumohoni,3.0,3.0,3,vacant,1445.0,cumilla,"৳5,785,000","Mogbari Choumohoni, Chotora",5785000.0
"Buy This Nice Flat Of 1450 Sq Ft, Which Is Located At North Bagichagaon",3.0,3.0,11,vacant,1450.0,cumilla,"৳5,900,000","North Bagichagaon, Bagichagaon",5900000.0
In The Location Of West Bagichagoun An Adequate 985 Sq.Ft House Is For Sale Near By Diabetic Hospital.,2.0,2.0,8,vacant,985.0,cumilla,"৳3,940,000","West Bagichagoun, Bagichagaon",3940000.0
1013 Sq Ft Nice Flat Is Available For Sale In Manoharpur,3.0,3.0,7,vacant,1013.0,cumilla,"৳5,000,000","Manoharpur, Kandirpar",5000000.0
"1050 Sq Ft Residential Flat With 2 Bedrooms And Other Features, Is Up For Sale In Moghultoli",2.0,2.0,8,vacant,1050.0,cumilla,"৳4,200,000","Shah Shuja Mosque Road, Moghultoli",4200000.0
"1020 Sq Ft Flat Is Available For Sale In Shah Shuja Mosque Road, Moghultoli",2.0,2.0,8,vacant,1020.0,cumilla,"৳4,080,000","Shah Shuja Mosque Road, Moghultoli",4080000.0
A Convenient And Well-constructed 1050 Sq.Ft Flat Is For Sale At Moghultoli Very Close To Shah Shuja Mosque,2.0,2.0,7,vacant,1050.0,cumilla,"৳4,200,000","Shah Shuja Mosque Road, Moghultoli",4200000.0
"In The Location Of Bproperty Village ,Rupganj A Nice Residential Plot Is For Sale.",,,,vacant,2160.0,narayanganj-city,"৳3,375,000","Rupganj, Narayanganj",3375000.0
A Perfect 5 Katha Residential Plot Is Available For Sale At Purbachal Marine City,,,,vacant,3600.0,narayanganj-city,"৳6,500,000","Rupganj, Narayanganj",6500000.0
"5 Katha Plot, now for sale in Bproperty Village",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"In The Beautiful Neighborhood In Bproperty Village, Rupganj A 5 Katha Residential Plot Is Up For Sale.",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"Check This 2160 Sq.Ft Residential Plot For Sale Which Is Located At Bproperty Village, Rupganj",,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
Have A Look At This Plot Which Is Up For Sale Located At Bproperty Village,,,,vacant,3600.0,narayanganj-city,"৳5,625,000","Rupganj, Narayanganj",5625000.0
"Check This 5 Katha Nice Plot Is Up For Sale At Narayanganj, Bproperty Village",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"Have A Look At This Plot Which Is Up For Sale Located At Rupganj, Bproperty Village",,,,vacant,2160.0,narayanganj-city,"৳3,375,000","Rupganj, Narayanganj",3375000.0
3 Katha nice Plot is available for sale in Bproperty Village,,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
"A Plot Which Is Up For Sale In Bproperty Village, Rupganj",,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
"A Five Katha Residential Plot Is Available For Sale In Bproperty Village, Narayanganj City.",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"A Plot Which Is Up For Sale In Bproperty Village, Narayanganj",,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
"This Five Katha Residential Plot Is Now Available For Sale In Narayanganj City, Bproperty Village",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
Invest In This Wonderful Plot In Bproperty Village Which Is Ready For Sale,,,,vacant,3600.0,narayanganj-city,"৳5,625,000","Rupganj, Narayanganj",5625000.0
"Plot For Sale In Rupganj Narayanganj, Bproperty Village",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"Make This 5 Katha Plot Your Next Residing Location, Which Is Up For Sale In Bproperty Village",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"Nice Residential 5 Katha Plot Can Be Found In Rupganj For Sale, Near Zinda Park",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"Start Your New Home, In This 3 Katha Plot For Sale In Bproperty Village, Rupganj .",,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
"A 3 Katha Plot Is Up For Sale In The Beautiful Location Of Rupganj, Bproperty Village, Narayanganj",,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
In The Beautiful Neighborhood In Bproperty Village A Residential Plot For Sale,,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
A 3 Katha Plot Is Up For Sale In The Beautiful Location Of Bproperty Village,,,,vacant,2160.0,narayanganj-city,"৳4,575,000","Rupganj, Narayanganj",4575000.0
"Take This Residential Plot Which Is Ready For Sale At Narayanganj City, Bproperty Village",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
3 Katha Plot is available for sale in Purbachal Marine City,,,,vacant,2160.0,narayanganj-city,"৳3,900,000","Rupganj, Narayanganj",3900000.0
"5 Katha Plot In Bproperty Village, Rupganj, Narayanganj Is Up For Sale",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
"5 Katha Plot In Rupganj, Bproperty Village Is Up For Sale",,,,vacant,3600.0,narayanganj-city,"৳7,625,000","Rupganj, Narayanganj",7625000.0
